Student,Region,Campus,Program,Starting/Readmitted Cohort,Graduating Cohort,Testing Cohort,Attempt Number,Result
1725,Greater Boston Region,BOS,BSN.PRE.BSN,2023FAQ,2024SUQ,2024FAQ,1,1
1726,Hudson Valley Region,SCH,ADN.BRDG.AS,2024SPQ,2024FAQ,2024FAQ,1,1
1727,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
1728,Hudson Valley Region,ALB,ADN.BRDG.AS,2023SUQ,2024WIQ,2025SPQ,1,1
1729,Connecticut Valley Region,BRI,ADN.BRDG.AS,2023WIQ,2025SUQ,2025FAQ,1,1
1730,Lehigh Valley Region,BTH,ADN.2YR.AS,2024FAQ,2025FAQ,2025WIQ,1,1
1731,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022WIQ,2024FAQ,2024WIQ,1,1
1732,Hudson Valley Region,ALB,ADN.2YR.AS,2022SUQ,2024SPQ,2024SUQ,1,1
1733,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SPQ,2025SPQ,2025SPQ,1,1
1734,Hudson Valley Region,ALB,ADN.BRDG.AS,2023SUQ,2024WIQ,2024WIQ,1,1
1735,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SUQ,2023WIQ,2024SPQ,1,1
1736,Hudson Valley Region,SCH,ADN.BRDG.AS,2022WIQ,2024SPQ,2024SUQ,1,1
1737,Greater Boston Region,BOS,ADN.BRDG.AAS,2020SUQ,2021FAQ,2025FAQ,5,0
1738,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2024SUQ,2024FAQ,1,1
1739,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SPQ,2024SUQ,2025SUQ,1,0
1739,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SPQ,2024SUQ,2025FAQ,2,0
1740,Lehigh Valley Region,ALL,ADN.2YR.AS,2023FAQ,2025FAQ,2025WIQ,1,1
1741,Greater Boston Region,SPR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
1742,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2023WIQ,2024SPQ,1,1
1743,Connecticut Valley Region,NHV,ADN.2YR.AS,2023FAQ,2025SUQ,2025FAQ,1,1
1744,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2025FAQ,2025WIQ,1,1
1745,Lehigh Valley Region,REA,ADN.2YR.AS,2022FAQ,2024SUQ,2024FAQ,1,1
1746,Lehigh Valley Region,ALL,BSN.PRE.BSN,2021SPQ,2024SPQ,2024SUQ,1,1
1747,Hudson Valley Region,ALB,ADN.2YR.AS,2022FAQ,2024SUQ,2024FAQ,1,1
1748,Greater Boston Region,SPR,BSN.PRE.BSN,2023FAQ,2025FAQ,2025WIQ,1,1
1749,Greater Boston Region,BOS,ADN.BRDG.AAS,2020WIQ,2022SUQ,2025WIQ,3,0
1750,Hudson Valley Region,ALB,BSN.PRE.BSN,2021SUQ,2024SUQ,2024FAQ,1,1
1751,Greater Boston Region,SPR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
1752,Connecticut Valley Region,WTB,ADN.BRDG.NE.AS,2024SUQ,2025FAQ,2025WIQ,1,1
1753,Greater Boston Region,LOW,ADN.BRDG.AAS,2024FAQ,2025FAQ,2025WIQ,1,1
1754,Lehigh Valley Region,REA,ADN.BRDG.AS,2024SPQ,2025SUQ,2025FAQ,1,0
1754,Lehigh Valley Region,REA,ADN.BRDG.AS,2024SPQ,2025SUQ,2025WIQ,2,1
1755,Lehigh Valley Region,REA,ADN.2YR.AS,2023WIQ,2025SUQ,2025FAQ,1,1
1756,Lehigh Valley Region,SCR,ADN.2YR.AS,2023FAQ,2025SPQ,2025SUQ,1,1
1757,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SUQ,2025SUQ,2025FAQ,1,0
1757,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SUQ,2025SUQ,2025FAQ,2,1
1758,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SUQ,2025SUQ,2025FAQ,1,1
1759,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024WIQ,2024WIQ,1,1
1760,Hudson Valley Region,ALB,ADN.2YR.AS,2022SPQ,2024SUQ,2024FAQ,1,1
1761,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SPQ,2024SPQ,2024FAQ,1,1
1762,Lehigh Valley Region,REA,ADN.BRDG.AS,2022FAQ,2024SPQ,2024SPQ,1,1
1763,Greater Boston Region,WOR,BSN.PRE.BSN,2022WIQ,2025SUQ,2025FAQ,1,1
1764,Greater Boston Region,WOR,BSN.PRE.BSN,2022SUQ,2024SUQ,2024FAQ,1,1
1765,Hudson Valley Region,ALB,BSN.PRE.BSN,2022WIQ,2024WIQ,2025SPQ,1,1
1766,Lehigh Valley Region,REA,ADN.2YR.AS,2023FAQ,2025FAQ,2025WIQ,1,1
1767,Lehigh Valley Region,ALL,BSN.PRE.BSN,2022WIQ,2025SPQ,2025SUQ,1,1
1768,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022WIQ,2024WIQ,2025SPQ,1,1
1769,Hudson Valley Region,SCH,BSN.PRE.BSN,2023SPQ,2025WIQ,2025WIQ,1,1
1770,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,1
1771,Greater Boston Region,WOR,ADN.BRDG.AAS,2022WIQ,2023WIQ,2024SPQ,1,1
1772,Hudson Valley Region,SCH,ADN.2YR.AS,2022WIQ,2025SPQ,2025SUQ,1,1
1773,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023FAQ,2025SPQ,2025SUQ,1,1
1774,Hudson Valley Region,NEW,ADN.BRDG.AS,2024SUQ,2025FAQ,2025FAQ,1,1
1775,Lehigh Valley Region,REA,ADN.2YR.AS,2023SPQ,2024FAQ,2024WIQ,1,1
1776,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022WIQ,2024WIQ,2025SPQ,1,1
1777,Lehigh Valley Region,REA,ADN.2YR.AS,2023FAQ,2025SUQ,2025FAQ,1,1
1778,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2024WIQ,2025SPQ,1,1
1779,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2022FAQ,2023WIQ,2024SPQ,1,1
1780,Hudson Valley Region,SCH,ADN.BRDG.AS,2025FAQ,2025FAQ,2025WIQ,1,1
1781,Greater Boston Region,BOS,BSN.PRE.BSN,2023SPQ,2025FAQ,2025WIQ,1,1
1782,Lehigh Valley Region,SCR,ADN.BRDG.AS,2024SPQ,2025SUQ,2025FAQ,1,1
1783,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024SPQ,2024SUQ,1,1
1784,Greater Boston Region,SPR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,0
1784,Greater Boston Region,SPR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SUQ,2,0
1784,Greater Boston Region,SPR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SUQ,3,1
1785,Lehigh Valley Region,REA,ADN.BRDG.AS,2023SPQ,2024WIQ,2025SPQ,1,1
1786,Lehigh Valley Region,REA,ADN.2YR.AS,2023WIQ,2025FAQ,2025WIQ,1,1
1787,Lehigh Valley Region,SCR,ADN.2YR.AS,2023SPQ,2025SPQ,2025SUQ,1,1
1788,Hudson Valley Region,POU,ADN.2YR.AS,2023WIQ,2025FAQ,2025WIQ,1,1
1789,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2025FAQ,2025WIQ,1,0
1789,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2025FAQ,2025WIQ,2,1
1790,Greater Boston Region,LOW,ADN.BRDG.AAS,2023FAQ,2025SPQ,2025SPQ,1,1
1791,Hudson Valley Region,SCH,BSN.PRE.BSN,2022SPQ,2024FAQ,2024FAQ,1,1
1792,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2022WIQ,2024SPQ,2024SUQ,1,1
1793,Lehigh Valley Region,SCR,ADN.2YR.AS,2022SPQ,2024SUQ,2024FAQ,1,1
1794,Hudson Valley Region,ALB,ADN.2YR.AS,2022FAQ,2024FAQ,2024WIQ,1,0
1794,Hudson Valley Region,ALB,ADN.2YR.AS,2022FAQ,2024FAQ,2024WIQ,2,0
1794,Hudson Valley Region,ALB,ADN.2YR.AS,2022FAQ,2024FAQ,2025SPQ,3,0
1794,Hudson Valley Region,ALB,ADN.2YR.AS,2022FAQ,2024FAQ,2025SPQ,4,0
1794,Hudson Valley Region,ALB,ADN.2YR.AS,2022FAQ,2024FAQ,2025SUQ,5,1
1795,Hudson Valley Region,SCH,ADN.BRDG.AS,2023WIQ,2024WIQ,2025SPQ,1,0
1796,Greater Boston Region,BOS,BSN.PRE.BSN,2022SPQ,2024WIQ,2025SPQ,1,1
1797,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023WIQ,2025SPQ,2025SUQ,1,1
1798,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,0
1799,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SUQ,2023WIQ,2024SPQ,1,1
1800,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2025SPQ,2025SUQ,1,1
1801,Lehigh Valley Region,SCR,ADN.BRDG.AS,2024SPQ,2025SUQ,2025FAQ,1,1
1802,Hudson Valley Region,SCH,ADN.BRDG.AS,2024SPQ,2025SUQ,2025FAQ,1,1
1803,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023WIQ,2024WIQ,2025SPQ,1,1
1804,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025WIQ,1,1
1805,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2023WIQ,2024SPQ,1,1
1806,Lehigh Valley Region,REA,ADN.2YR.AS,2025SPQ,2025FAQ,2025WIQ,1,1
1807,Hudson Valley Region,ALB,ADN.2YR.AS,2023SPQ,2025FAQ,2025WIQ,1,0
1808,Connecticut Valley Region,NHV,ADN.2YR.AS,2023SPQ,2025FAQ,2025WIQ,1,1
1809,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,1
1810,Hudson Valley Region,KIN,ADN.ADV.AAS,2023SUQ,2025SPQ,2025SUQ,1,1
1811,Lehigh Valley Region,BTH,ADN.2YR.AS,2023SPQ,2024WIQ,2025SPQ,1,1
1812,Lehigh Valley Region,REA,ADN.2YR.AS,2023SUQ,2025SPQ,2025SUQ,1,1
1813,Greater Boston Region,WOR,ADN.BRDG.AAS,2023SPQ,2024SPQ,2024SUQ,1,1
1814,Greater Boston Region,LOW,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,0
1815,Hudson Valley Region,ALB,ADN.2YR.AS,2022SPQ,2023WIQ,2024SPQ,1,1
1816,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SUQ,2024WIQ,2025SPQ,1,1
1817,Hudson Valley Region,ALB,ADN.2YR.AS,2024SPQ,2025FAQ,2025WIQ,1,1
1818,Lehigh Valley Region,SCR,ADN.2YR.AS,2022WIQ,2025SPQ,2025SUQ,1,1
1819,Greater Boston Region,WOR,BSN.PRE.BSN,2022FAQ,2024FAQ,2024WIQ,1,1
1820,Lehigh Valley Region,REA,ADN.BRDG.AS,2022FAQ,2023WIQ,2024SPQ,1,0
1821,Hudson Valley Region,SCH,ADN.BRDG.AS,2022WIQ,2023WIQ,2024SPQ,1,1
1822,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2024SUQ,2024FAQ,1,1
1823,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2024FAQ,2024WIQ,1,1
1824,Hudson Valley Region,ALB,ADN.BRDG.AS,2022WIQ,2024SPQ,2024SUQ,1,1
1825,Lehigh Valley Region,SCR,ADN.2YR.AS,2022WIQ,2024WIQ,2025SUQ,1,0
1825,Lehigh Valley Region,SCR,ADN.2YR.AS,2022WIQ,2024WIQ,2025WIQ,2,1
1826,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2024WIQ,2025SPQ,1,1
1827,Greater Boston Region,BOS,BSN.PRE.BSN,2022SPQ,2024SPQ,2024SUQ,1,1
1828,Lehigh Valley Region,BTH,ADN.BRDG.AS,2022WIQ,2024SPQ,2024SUQ,1,1
1829,Connecticut Valley Region,WTB,ADN.2YR.AS,2023SUQ,2025SPQ,2025SUQ,1,1
1830,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SUQ,2023FAQ,2024SPQ,1,1
1831,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SUQ,2025SUQ,2025FAQ,1,1
1832,Lehigh Valley Region,ALL,BSN.PRE.BSN,2022WIQ,2025SPQ,2025SUQ,1,1
1833,Hudson Valley Region,ALB,ADN.2YR.AS,2023SUQ,2025SUQ,2025FAQ,1,1
1834,Greater Boston Region,BOS,ADN.BRDG.AAS,2021WIQ,2023WIQ,2024SUQ,1,0
1834,Greater Boston Region,BOS,ADN.BRDG.AAS,2021WIQ,2023WIQ,2025SUQ,2,1
1835,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SPQ,2024WIQ,2025SUQ,1,1
1836,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
1837,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023SPQ,2024SUQ,2024FAQ,1,1
1838,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,1
1839,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024FAQ,2024WIQ,1,1
1840,Greater Boston Region,WOR,ADN.BRDG.AAS,2023WIQ,2025SUQ,2025FAQ,1,1
1841,Greater Boston Region,BOS,ADN.BRDG.AAS,2023WIQ,2025SPQ,2025SUQ,1,1
1842,Greater Boston Region,BOS,ADN.BRDG.AAS,2023WIQ,2025SUQ,2025FAQ,1,1
1843,Greater Boston Region,BOS,BSN.PRE.BSN,2022SPQ,2026SPQ,2025SUQ,1,1
1844,Connecticut Valley Region,WTB,ADN.BRDG.NE.AS,2023FAQ,2024WIQ,2025SPQ,1,1
1845,Hudson Valley Region,POU,ADN.2YR.AS,2021WIQ,2024SPQ,2024SUQ,1,0
1846,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2024SUQ,2024FAQ,1,1
1847,Hudson Valley Region,ALB,ADN.2YR.AS,2022SPQ,2023WIQ,2024SPQ,1,1
1848,Lehigh Valley Region,SCR,ADN.2YR.AS,2023FAQ,2024SUQ,2024FAQ,1,1
1849,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2024SPQ,2024SUQ,1,1
1850,Greater Boston Region,LOW,ADN.BRDG.AAS,2023SUQ,2024WIQ,2025SPQ,1,1
1851,Hudson Valley Region,POU,ADN.2YR.AS,2023FAQ,2024FAQ,2024WIQ,1,1
1852,Lehigh Valley Region,ALL,ADN.2YR.AS,2022WIQ,2024WIQ,2025SPQ,1,1
1853,Lehigh Valley Region,BTH,ADN.2YR.AS,2023SPQ,2024SUQ,2024FAQ,1,1
1854,Lehigh Valley Region,ALL,BSN.PRE.BSN,2020WIQ,2023WIQ,2024SUQ,1,1
1855,Hudson Valley Region,SCH,ADN.BRDG.AS,2023WIQ,2024FAQ,2024WIQ,1,1
1856,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024FAQ,2024WIQ,1,1
1857,Lehigh Valley Region,ALL,ADN.BRDG.AS,2024SUQ,2025SUQ,2025FAQ,1,1
1858,Lehigh Valley Region,ALL,ADN.2YR.AS,2023FAQ,2025SUQ,2025FAQ,1,1
1859,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023SPQ,2024WIQ,2025SPQ,1,1
1860,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SPQ,2024SUQ,1,0
1861,Lehigh Valley Region,BTH,ADN.2YR.AS,2023SUQ,2025SUQ,2025FAQ,1,1
1862,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
1863,Greater Boston Region,SPR,ADN.BRDG.AAS,2023WIQ,2024WIQ,2025SPQ,1,0
1864,Lehigh Valley Region,SCR,ADN.BRDG.AS,2023WIQ,2025SUQ,2025SUQ,1,1
1865,Lehigh Valley Region,SCR,ADN.BRDG.AS,2024FAQ,2025FAQ,2025WIQ,1,1
1866,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2023WIQ,2024SPQ,1,1
1867,Hudson Valley Region,ALB,ADN.2YR.AS,2022WIQ,2025SUQ,2025FAQ,1,1
1868,Hudson Valley Region,POU,ADN.2YR.AS,2022SUQ,2024WIQ,2024WIQ,1,0
1868,Hudson Valley Region,POU,ADN.2YR.AS,2022SUQ,2024WIQ,2025SPQ,2,0
1868,Hudson Valley Region,POU,ADN.2YR.AS,2022SUQ,2024WIQ,2025SUQ,3,0
1869,Hudson Valley Region,ALB,ADN.2YR.AS,2022WIQ,2024FAQ,2024WIQ,1,1
1870,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
1871,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
1872,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2023WIQ,2025SPQ,2025SUQ,1,0
1873,Lehigh Valley Region,BTH,ADN.BRDG.AS,2022FAQ,2024SPQ,2024SUQ,1,1
1874,Lehigh Valley Region,ALL,BSN.PRE.BSN,2023SPQ,2025SUQ,2025SUQ,1,1
1875,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2023WIQ,2024SPQ,1,1
1876,Hudson Valley Region,SCH,ADN.2YR.AS,2023SPQ,2024WIQ,2025FAQ,1,1
1877,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022WIQ,2025SPQ,2025SUQ,1,1
1878,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2024FAQ,2024WIQ,1,1
1879,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023FAQ,2025SUQ,2025FAQ,1,1
1880,Greater Boston Region,WOR,ADN.BRDG.AAS,2022SUQ,2023WIQ,2024SPQ,1,0
1880,Greater Boston Region,WOR,ADN.BRDG.AAS,2022SUQ,2023WIQ,2024SPQ,2,1
1881,Northern New England Region,POR,ADN.2YR.AS,2023FAQ,2025FAQ,2025WIQ,1,1
1882,Greater Boston Region,LOW,ADN.BRDG.AAS,2023WIQ,2024FAQ,2024WIQ,1,1
1883,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,0
1884,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2022WIQ,2024SUQ,2024FAQ,1,0
1884,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2022WIQ,2024SUQ,2024FAQ,2,1
1885,Lehigh Valley Region,SCR,ADN.BRDG.AS,2023WIQ,2025SUQ,2025SUQ,1,1
1886,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023WIQ,2025SUQ,2025FAQ,1,1
1887,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2024SUQ,2025SUQ,2025FAQ,1,1
1888,Lehigh Valley Region,BTH,ADN.BRDG.AS,2024WIQ,2025FAQ,2025WIQ,1,1
1889,Lehigh Valley Region,REA,ADN.BRDG.AS,2022WIQ,2024SUQ,2024FAQ,1,1
1890,Lehigh Valley Region,ALL,ADN.2YR.AS,2024WIQ,2025SPQ,2025SUQ,1,1
1891,Hudson Valley Region,ALB,ADN.2YR.AS,2022FAQ,2024SUQ,2024FAQ,1,1
1892,Hudson Valley Region,ALB,ADN.BRDG.AS,2022FAQ,2023WIQ,2024SPQ,1,1
1893,Hudson Valley Region,KIN,ADN.2YR.AAS,2022WIQ,2024FAQ,2024WIQ,1,1
1894,Lehigh Valley Region,BTH,ADN.2YR.AS,2023WIQ,2023WIQ,2024SPQ,1,1
1895,Hudson Valley Region,KIN,ADN.2YR.AAS,2022WIQ,2024FAQ,2024WIQ,1,1
1896,Lehigh Valley Region,SCR,ADN.2YR.AS,2023SPQ,2025SPQ,2025SUQ,1,1
1897,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SUQ,2024FAQ,2024WIQ,1,1
1898,Lehigh Valley Region,ALL,ADN.2YR.AS,2023FAQ,2025SUQ,2025FAQ,1,1
1899,Connecticut Valley Region,BRI,ADN.2YR.AS,2023WIQ,2025FAQ,2025WIQ,1,1
1900,Lehigh Valley Region,ALL,BSN.PRE.BSN,2023FAQ,2025SPQ,2025SPQ,1,1
1901,Lehigh Valley Region,SCR,ADN.BRDG.AS,2023SUQ,2025SUQ,2025FAQ,1,1
1902,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SUQ,2025SPQ,2025SUQ,1,1
1903,Hudson Valley Region,SCH,BSN.PRE.BSN,2022WIQ,2024WIQ,2025SPQ,1,1
1904,Hudson Valley Region,KIN,ADN.2YR.AAS,2022WIQ,2024FAQ,2024WIQ,1,1
1905,Greater Boston Region,WOR,ADN.BRDG.AAS,2024SPQ,2024WIQ,2025SUQ,1,1
1906,Greater Boston Region,BOS,ADN.BRDG.AAS,2023WIQ,2024WIQ,2025SPQ,1,1
1907,Lehigh Valley Region,ALL,BSN.PRE.BSN,2024SUQ,2024SUQ,2025SPQ,1,0
1907,Lehigh Valley Region,ALL,BSN.PRE.BSN,2024SUQ,2024SUQ,2025FAQ,2,1
1908,Hudson Valley Region,KIN,BSN.PRE.BSN,2021SPQ,2024SPQ,2024SUQ,1,1
1909,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
1910,Greater Boston Region,BOS,BSN.PRE.BSN,2023SPQ,2025SUQ,2025FAQ,1,1
1911,Lehigh Valley Region,BTH,ADN.2YR.AS,2023SUQ,2025SUQ,2025FAQ,1,0
1911,Lehigh Valley Region,BTH,ADN.2YR.AS,2023SUQ,2025SUQ,2025WIQ,2,1
1912,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SUQ,2024SUQ,2024FAQ,1,1
1913,Lehigh Valley Region,BTH,ADN.BRDG.AS,2022FAQ,2024SUQ,2024FAQ,1,0
1913,Lehigh Valley Region,BTH,ADN.BRDG.AS,2022FAQ,2024SUQ,2024WIQ,2,1
1914,Lehigh Valley Region,REA,ADN.2YR.AS,2024WIQ,2025SPQ,2025SUQ,1,0
1914,Lehigh Valley Region,REA,ADN.2YR.AS,2024WIQ,2025SPQ,2025SUQ,2,0
1914,Lehigh Valley Region,REA,ADN.2YR.AS,2024WIQ,2025SPQ,2025WIQ,3,1
1915,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2025SPQ,2025SPQ,1,0
1915,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2025SPQ,2025SUQ,2,1
1916,Northern New England Region,POR,ADN.2YR.AS,2024SPQ,2025FAQ,2025WIQ,1,1
1917,Hudson Valley Region,ALB,ADN.BRDG.AS,2024WIQ,2024WIQ,2025SPQ,1,1
1918,Greater Boston Region,BOS,BSN.PRE.BSN,2021FAQ,2023WIQ,2024SPQ,1,1
1919,Hudson Valley Region,POU,ADN.2YR.AS,2023WIQ,2023WIQ,2024SPQ,1,1
1920,Hudson Valley Region,KIN,ADN.2YR.AAS,2024FAQ,2025SUQ,2025FAQ,1,1
1921,Hudson Valley Region,ALB,ADN.2YR.AS,2024FAQ,2025FAQ,2025WIQ,1,1
1922,Lehigh Valley Region,REA,ADN.BRDG.AS,2022WIQ,2024SPQ,2024SUQ,1,1
1923,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2022FAQ,2023WIQ,2024SPQ,1,1
1924,Greater Boston Region,BOS,ADN.BRDG.AAS,2022SUQ,2023WIQ,2024SPQ,1,1
1925,Hudson Valley Region,ALB,ADN.BRDG.AS,2020WIQ,2022SUQ,2024WIQ,1,1
1926,Lehigh Valley Region,SCR,ADN.2YR.AS,2023FAQ,2025SUQ,2025FAQ,1,1
1927,Connecticut Valley Region,NHV,ADN.2YR.AS,2023SPQ,2025SPQ,2025SUQ,1,0
1927,Connecticut Valley Region,NHV,ADN.2YR.AS,2023SPQ,2025SPQ,2025SUQ,2,0
1927,Connecticut Valley Region,NHV,ADN.2YR.AS,2023SPQ,2025SPQ,2025FAQ,3,0
1927,Connecticut Valley Region,NHV,ADN.2YR.AS,2023SPQ,2025SPQ,2025FAQ,4,1
1928,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024WIQ,2025SPQ,1,1
1929,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024SUQ,2024FAQ,1,1
1930,Greater Boston Region,BOS,BSN.PRE.BSN,2023FAQ,2024SPQ,2024SUQ,1,1
1931,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023SPQ,2024SUQ,2024WIQ,1,1
1932,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2023WIQ,2024SPQ,1,1
1933,Lehigh Valley Region,ALL,ADN.2YR.AS,2022FAQ,2024FAQ,2024WIQ,1,1
1934,Connecticut Valley Region,NHV,ADN.2YR.AS,2023SPQ,2024FAQ,2024WIQ,1,1
1935,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023SPQ,2025SPQ,2025SUQ,1,0
1935,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023SPQ,2025SPQ,2025SUQ,2,1
1936,Lehigh Valley Region,ALL,ADN.2YR.AS,2025SUQ,2025FAQ,2025WIQ,1,1
1937,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SUQ,2024SPQ,2024SUQ,1,0
1938,Hudson Valley Region,SCH,ADN.BRDG.AS,2022FAQ,2023WIQ,2024SPQ,1,1
1939,Lehigh Valley Region,REA,ADN.BRDG.AS,2024WIQ,2025SPQ,2025SUQ,1,1
1940,Lehigh Valley Region,ALL,BSN.PRE.BSN,2023SPQ,2025FAQ,2025WIQ,1,1
1941,Hudson Valley Region,KIN,BSN.PRE.BSN,2022WIQ,2024SPQ,2024SUQ,1,1
1942,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023FAQ,2024FAQ,2024WIQ,1,1
1943,Connecticut Valley Region,BRI,BSN.PRE.BSN,2022WIQ,2025FAQ,2025WIQ,1,1
1944,Hudson Valley Region,SCH,ADN.BRDG.AS,2024WIQ,2025WIQ,2025WIQ,1,1
1945,Greater Boston Region,BOS,BSN.PRE.BSN,2024SPQ,2025SUQ,2025FAQ,1,0
1945,Greater Boston Region,BOS,BSN.PRE.BSN,2024SPQ,2025SUQ,2025WIQ,2,1
1946,Connecticut Valley Region,WTB,ADN.BRDG.NE.AS,2024WIQ,2025SUQ,2025SUQ,1,1
1947,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023WIQ,2024WIQ,2025SPQ,1,1
1948,Hudson Valley Region,POU,ADN.2YR.AS,2022SPQ,2024SUQ,2024FAQ,1,0
1948,Hudson Valley Region,POU,ADN.2YR.AS,2022SPQ,2024SUQ,2024WIQ,2,0
1948,Hudson Valley Region,POU,ADN.2YR.AS,2022SPQ,2024SUQ,2025SPQ,3,0
1949,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2023WIQ,2024SPQ,1,1
1950,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023SUQ,2024FAQ,2024WIQ,1,1
1951,Greater Boston Region,BOS,ADN.BRDG.AAS,2022SUQ,2023FAQ,2024SPQ,3,1
1952,Lehigh Valley Region,SCR,ADN.2YR.AS,2022SPQ,2023FAQ,2024SPQ,2,1
1953,Hudson Valley Region,NEW,ADN.BRDG.AS,2024SPQ,2025SUQ,2025FAQ,1,0
